SoftBinNumber,SoftBinName,HardBinName,HardBinNumber
1511,FUNC_W_PB_PLL_2PR_C2_2_F,F_FUNC_SRAM,15
1512,FUNC_W_PB_PLL_2PR_C3_3_F,F_FUNC_SRAM,15
1514,FUNC_W_PB_PLL_2PR_C3_4_F,F_FUNC_SRAM,15
1515,FUNC_W_PB_PLL_DSP_AA_3_F,F_FUNC_SRAM,15
1516,FUNC_W_PB_PLL_DSP_C1_3_F,F_FUNC_SRAM,15
1517,FUNC_W_PB_PLL_DSP_AA_6_F,F_FUNC_SRAM,15
1518,FUNC_W_PB_PLL_DSP_C1_6_F,F_FUNC_SRAM,15
1519,FUNC_W_PB_PLL_DSP_C2_3_F,F_FUNC_SRAM,15
1520,FUNC_W_PB_PLL_DSP_C2_6_F,F_FUNC_SRAM,15
1522,FUNC_W_PB_PLL_DSP_C3_2_F,F_FUNC_SRAM,15
1523,FUNC_W_PB_PLL_DSP_C3_3_F,F_FUNC_SRAM,15
1524,FUNC_W_PB_PLL_DSP_C3_6_F,F_FUNC_SRAM,15
1526,FUNC_W_PB_PLL_DSP_T0_F_F,F_FUNC_SRAM,15
1528,FUNC_W_PB_PLL_DSP_T0_T_F,F_FUNC_SRAM,15
1529,FUNC_W_PB_PLL_RTA_AA_1_F,F_FUNC_SRAM,15
1530,FUNC_W_PB_PLL_RTA_G0_1_F,F_FUNC_SRAM,15
1531,FUNC_W_PB_PLL_RTA_G1_1_F,F_FUNC_SRAM,15
1532,FUNC_W_PB_PLL_RTA_G2_1_F,F_FUNC_SRAM,15
1533,FUNC_W_PB_PLL_RTA_G3_1_F,F_FUNC_SRAM,15
1534,FUNC_W_PB_PLL_RTA_G4_1_F,F_FUNC_SRAM,15
1535,FUNC_W_PB_PLL_RTA_G5_1_F,F_FUNC_SRAM,15
1536,FUNC_W_PB_PLL_RTA_G6_1_F,F_FUNC_SRAM,15
1537,FUNC_W_PB_PLL_RTA_G7_1_F,F_FUNC_SRAM,15
1538,FUNC_W_PB_PLL_RTA_M0_1_F,F_FUNC_SRAM,15
1540,FUNC_W_PB_PLL_RTA_T0_F_F,F_FUNC_SRAM,15
1541,FUNC_W_PB_PLL_S1R_AA_1_F,F_FUNC_SRAM,15
1542,FUNC_W_PB_PLL_S1R_G0_1_F,F_FUNC_SRAM,15
1543,FUNC_W_PB_PLL_S1R_G1_1_F,F_FUNC_SRAM,15
1544,FUNC_W_PB_PLL_S1R_G2_1_F,F_FUNC_SRAM,15
1545,FUNC_W_PB_PLL_S1R_G3_1_F,F_FUNC_SRAM,15
1546,FUNC_W_PB_PLL_S1R_G4_1_F,F_FUNC_SRAM,15
1547,FUNC_W_PB_PLL_S1R_G5_1_F,F_FUNC_SRAM,15
1548,FUNC_W_PB_PLL_S1R_G6_1_F,F_FUNC_SRAM,15
1549,FUNC_W_PB_PLL_S1R_G7_1_F,F_FUNC_SRAM,15
1550,FUNC_W_PB_PLL_S1R_T0_1_F,F_FUNC_SRAM,15
1552,FUNC_W_PB_PLL_S2A_C3_2_F,F_FUNC_SRAM,15
1553,FUNC_W_PB_PLL_S4A_AA_1_F,F_FUNC_SRAM,15
1554,FUNC_W_PB_PLL_S4A_G0_1_F,F_FUNC_SRAM,15
1555,FUNC_W_PB_PLL_S4A_AA_2_F,F_FUNC_SRAM,15
1556,FUNC_W_PB_PLL_S4A_G0_2_F,F_FUNC_SRAM,15
1557,FUNC_W_PB_PLL_S4A_G1_1_F,F_FUNC_SRAM,15
1558,FUNC_W_PB_PLL_S4A_G1_2_F,F_FUNC_SRAM,15
1559,FUNC_W_PB_PLL_S4A_G2_1_F,F_FUNC_SRAM,15
1560,FUNC_W_PB_PLL_S4A_G2_2_F,F_FUNC_SRAM,15
1561,FUNC_W_PB_PLL_S4A_G3_1_F,F_FUNC_SRAM,15
1562,FUNC_W_PB_PLL_S4A_G3_2_F,F_FUNC_SRAM,15
1563,FUNC_W_PB_PLL_S4A_G4_1_F,F_FUNC_SRAM,15
1564,FUNC_W_PB_PLL_S4A_G4_2_F,F_FUNC_SRAM,15
1565,FUNC_W_PB_PLL_S4A_G5_1_F,F_FUNC_SRAM,15
1566,FUNC_W_PB_PLL_S4A_G5_2_F,F_FUNC_SRAM,15
1567,FUNC_W_PB_PLL_S4A_G6_1_F,F_FUNC_SRAM,15
1568,FUNC_W_PB_PLL_S4A_G6_2_F,F_FUNC_SRAM,15
1569,FUNC_W_PB_PLL_S4A_G7_1_F,F_FUNC_SRAM,15
1570,FUNC_W_PB_PLL_S4A_G7_2_F,F_FUNC_SRAM,15
1571,FUNC_W_PB_PLL_SDP_AA_1_F,F_FUNC_SRAM,15
1572,FUNC_W_PB_PLL_SDP_G0_1_F,F_FUNC_SRAM,15
1573,FUNC_W_PB_PLL_SDP_G1_1_F,F_FUNC_SRAM,15
1574,FUNC_W_PB_PLL_SDP_G2_1_F,F_FUNC_SRAM,15
1575,FUNC_W_PB_PLL_SDP_G3_1_F,F_FUNC_SRAM,15
1576,FUNC_W_PB_PLL_SDP_G4_1_F,F_FUNC_SRAM,15
1577,FUNC_W_PB_PLL_SDP_G5_1_F,F_FUNC_SRAM,15
1578,FUNC_W_PB_PLL_SDP_G6_1_F,F_FUNC_SRAM,15
1579,FUNC_W_PB_PLL_SDP_G7_1_F,F_FUNC_SRAM,15
1581,FUNC_W_PB_PLL_SSP_C1_3_F,F_FUNC_SRAM,15
1583,FUNC_W_PB_PLL_SSP_M0_1_F,F_FUNC_SRAM,15
1584,FUNC_W_PB_PLL_UHD_AA_3_F,F_FUNC_SRAM,15
1585,FUNC_W_PB_PLL_UHD_C1_3_F,F_FUNC_SRAM,15
1586,FUNC_W_PB_PLL_UHD_C2_3_F,F_FUNC_SRAM,15
1588,FUNC_W_PB_PLL_UHD_C2_4_F,F_FUNC_SRAM,15
1589,FUNC_W_PB_PLL_UHD_C3_3_F,F_FUNC_SRAM,15
1591,FUNC_K_IDDQ_F,F_FUNC,13
1592,FUNC_J_IDDQ_F,F_FUNC,13
1593,LEAK_IDDQ_J_1_F,F_LEAK,12
1594,LEAK_IDDQ_J_2_F,F_LEAK,12
1597,LEAK_IDDQ_N_1_F,F_LEAK,12
1598,LEAK_IDDQ_N_2_F,F_LEAK,12
1608,FUSE_EfuseInitCheck_F,F_FUSE,10
1660,MISSING BIN INFO,---,---
1662,TEMP_SENSOR_F,F_FUNC,7
1663,NORETEST_F,F_NORETEST,9
1671,ProgramVIDSpeeds,F_FUNC,10
1672,OTHER1,F_FUNC,13
1676,DC_Leakage,F_FUNC,12
1691,F_DPS128_Connectivity,OS_CRES_F,8
1692,F_UHC4_Connectivity,OS_CRES_F,8
1693,CRES_GROSS_CHAIN,OS_CRES_F,8
1694,FUNC_J_GROSS_CHAIN,F_FUNC,13
