CheckIndex,CheckType,CheckDescription
0,set_pass OR set_fail,ERROR: These testsuite flags CAN break Category binning.
1,"InTestflow AND Bypassed AND NOT Bang (""!"") AND TT=1",ERROR: Major problem here.  Causes Bin 13.
2,InTestflow AND NOT InCategories,"ERROR: All Testsuites in this file use Category binning. (no stop bin or multi bin ""downstream"")."
3,NOT InTestflow AND TT=1,"WARNING: This testsuite MUST be in your flow (TT=1) even if bypassed, but it's not. Why?"
4,InTestflow AND TT=0,"WARNING: Potential test escape.  If this testsuite fails, you will not know."
5,InTestflow AND NOT InTestTypes,"WARNING: Defaults to ""1"" but you should probably add it to TestTypes to be explicit."
--------------------------------------
node_id,Suite,FailedChecks,BinSource,Bypassed?,TestTypeValue : FT_RPC_HT,"Bang? (""!"")",set_pass?,set_fail?,InTestflow?,InCategories?,InTestTypes?
1106,PB_PLL_S1R_Gx_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
1706,P_SRCH_SDP_AA_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1045,LED_TCP_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3225,binSrch_LED_MSMC_AG_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
,SRc0Power_st,3,cat,,1,Y,,,,Y,Y
3381,LED_ARM_AA_PG_VminSearch_st_eng2,"2,5",cat,,,,,,Y,,
1511,P_SRCH_RTA_G5_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2451,PB_PLL_2PR_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
2712,LED_SEC_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1604,P_SRCH_S4A_AA_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC_TS1_BLOWN_CYCLE,3,cat,Y,1,Y,,,,Y,Y
1379,P_SRCH_1PR_T0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
511,CHAIN_SRCH_P01_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
2540,LED_SRSS_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1112,PB_PLL_S4A_AA_Gx_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
103,XtrVtTest,"2,5",cat,Y,,,,,Y,,
1418,P_SRCH_DSP_AA_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
810,SAF_SRCH_P03_PG_FuncVmin_st,4,cat,,0,,,,Y,Y,Y
3229,RTA_M0_1DO_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1895,TRANS_SRCH_P06_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
140,IddqVmax_IqC08Ful_______KP20_000_st_end_FUNC,"2,5",cat,Y,,,,,Y,,
3284,RTA_PG_VminSearchESDA_st,"2,4",cat,Y,0,,,,Y,,Y
3290,CTCS_START_SearchFmax,"2,5",cat,,,,,,Y,,
3234,LED_PHY_SRIO_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC1_TS2_DEG_INITIAL,3,cat,Y,1,Y,,,,Y,Y
1026,LED_SEC_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1097,PB_PLL_2PR_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
,DTC2_TS_DEG_TD_BLOWN_FINAL,3,cat,,1,Y,,,,Y,Y
3410,TRANS_P01_C1_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
,DTC_TS2_BLOWN_CYCLE,3,cat,,1,,,,,Y,Y
1754,P_SRCH_SDP_G7_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3420,TRANS_P10_CPU_PG_FreqSearch_st_0p6_eng,"2,5",cat,,,,,,Y,,
,DTC1_TS_DEG_TD_BLOWN_INITIAL,3,cat,,1,,,,,Y,Y
1029,LED_SM2_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1769,P_SRCH_SSP_M0_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
186,SAF_SRCH_P10_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
3371,HAFTAA_RTA_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
1051,LED_UART_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
2715,LED_SPI_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
104,ODP_IcapTest_st,"2,5",cat,Y,,,,,Y,,
2708,LED_PCIE_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1538,P_SRCH_S1R_G0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC_TS2_CYCLE,3,cat,Y,1,Y,,,,Y,Y
,DTC2_TS_DEG_TD_FINAL,3,cat,Y,1,Y,,,,Y,Y
184,SAF_SRCH_P08_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1017,LED_PLLCTRL_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1058,LED_OTHERS_01_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1622,P_SRCH_S4A_G1_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
865,Shmoo_INTC_Vmin,"2,5",cat,Y,,,,,Y,,
804,CHAIN_SRCH_P03_PG_FuncVmin_st,4,cat,,0,,,,Y,Y,Y
3334,LED_DDR_ACPHY_I_B_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1724,P_SRCH_SDP_G2_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3373,SAF_P00_P10_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
979,LED_MPU_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1100,PB_PLL_DSP_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
1559,P_SRCH_S1R_G3_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2621,LED_ARM_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
701,SAF_SRCH_P04_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
,DTC2_TS_DEG_TD_INITIAL,3,cat,Y,1,Y,,,,Y,Y
844,Shmoo_PHY_XGE_min,"2,5",cat,Y,,,,,Y,,
,DTC2_TS1_DEG_FINAL,3,cat,Y,1,Y,,,,Y,Y
1703,P_SRCH_S4A_G7_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3401,LED_GEM_XM_AG_PG_FreqSearch_st_eng2,"2,5",cat,,,,,,Y,,
127,IddqVnom_IqC08Ful_______KP20_000_st_CCE,"2,5",cat,,,,,,Y,,
3241,binSrch_RTA_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
2354,LED_DATPHY_DDR_1p05,5,cat,,,Y,,,Y,Y,
1463,P_SRCH_DSP_C3_6DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1086,LED_SRCH_ARM_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1081,Shmoo_ARM_Core,"2,5",cat,Y,,,,,Y,,
1580,P_SRCH_S1R_G7_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
525,CHAIN_SRCH_P09_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
121,IddqVmin1_IqC08Ful_______KP20_001_st_end_FUNC,"1,2",cat,Y,1,,,,Y,,Y
1784,P_SRCH_UHD_C2_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3430,VerifyProgramVIDSpeeds,"2,5",cat,,,,,,Y,,
1730,P_SRCH_SDP_G3_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,IddqVnom_burnin_bin1,3,cat,Y,1,Y,,,,Y,Y
973,LED_GPIO_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
2083,PB_PLL_RTA_T0_F_COLD_AtSpeedVskewPhi_st,5,cat,,,Y,,,Y,Y,
970,LED_RAC_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
1373,P_SRCH_1PR_C3_4DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2721,LED_USIM_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1568,P_SRCH_S1R_G5_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3305,LED_GEM_XM_AG_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
884,LED_AIF_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1643,P_SRCH_S4A_G2_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1637,P_SRCH_S4A_G2_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3411,TRANS_P03_C1_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
1406,P_SRCH_2PR_C3_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
892,LED_XGE_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1376,P_SRCH_1PR_C3_4PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3394,LED_MSMC_AG_PG_FreqSearch_st_eng,"2,5",cat,Y,,,,,Y,,
3347,TRANS_P04_C1_PG_FreqSearch_st,"2,4",cat,,0,,,,Y,,Y
2045,Shmoo_TRANS_P10_C1_1_min,"2,5",cat,Y,,,,,Y,,
3231,S1R_T0_1DO_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1550,P_SRCH_S1R_G2_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
995,LED_TAC_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3294,LED_MSMC_AG_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1721,P_SRCH_SDP_G1_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3377,RTA_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
1976,TRANS_SRCH_P03_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3215,DDRDATAPHY_E_A_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1487,P_SRCH_RTA_G1_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3331,LED_DDR_DATAPHY_E_A_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1070,SpeedSortVert_LED_100ns_65,"2,5",cat,,,,,,Y,,
3251,HAFTAA_C3DSPA_PG_VminSearch_st_new_search,"2,5",cat,Y,,,,,Y,,
2463,PB_PLL_SDP_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
2457,PB_PLL_DSP_T0_F_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
1109,PB_PLL_S2A_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
,IddqVnom_burnin_bin5,3,cat,,1,Y,,,,Y,Y
,IddqVnom_burnin_bin2,3,cat,,1,Y,,,,Y,Y
1760,P_SRCH_SSP_C1_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1958,TRANS_SRCH_P02_C4_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1844,TRANS_P04_PG_1_AtSpeedVmin_st,5,cat,,,,,,Y,Y,
2627,LED_I2C_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1652,P_SRCH_S4A_G3_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2716,LED_SRCH_ARM_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
2076,CTCS_START_VskewVmax,"2,5",cat,,,,,,Y,,
1619,P_SRCH_S4A_G0_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,TFTOutlier_st,3,cat,,1,Y,,,,Y,Y
519,CHAIN_SRCH_P06_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
3214,binSrch_DDRDATAPHY_E_A_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1793,P_SRCH_UHD_C2_4PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2332,LED_PHY_SRIO_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
3217,binSrch_SAF_P00_P10_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
2705,LED_BOOT_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
102,XtrIdriveTest_SRAM,"2,5",cat,Y,,,,,Y,,
144,IddqVmax_IqC08Ful_______KP20_001_st_PM1_MEAS,"2,5",cat,Y,,,,,Y,,
3417,TRANS_P10_C1_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
1700,P_SRCH_S4A_G7_2DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3328,LED_PHY_VUSR_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1091,SpeedSortVert_PBIST_NON_T0,"2,5",cat,,,,,,Y,,
,DTC2_TS_DEG_TD_BLOWN_INITIAL,3,cat,,1,Y,,,,Y,Y
991,LED_RAC_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1121,PB_PLL_UHD_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
2706,LED_MPU_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
799,BRDG_FULCHP_PG_FuncVmin_st,5,cat,,,,,,Y,Y,
1967,TRANS_SRCH_P02_CB_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3389,CTCS_SearchVmin_eng,"2,5",cat,,,,,,Y,,
1433,P_SRCH_DSP_C1_6DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3376,OTHER_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
1814,PB_PLL_DSP_T0_F_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
3360,TRANS_P10_CPU_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1634,P_SRCH_S4A_G2_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
163,SPT_VMAX_DOWN_HT,"2,5",cat,,,,,,Y,,
3244,binSrch_LED_PHY_SGMII_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1490,P_SRCH_RTA_G1_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
916,LED_PHY_SRIO_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3418,TRANS_P10_CPU_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
,DTC_TS1_OFFSET,3,cat,Y,1,Y,,,,Y,Y
3235,LED_PHY_XGE_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3372,CHAIN_P00_P10_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
3325,LED_PHY_PCIE_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1529,P_SRCH_RTA_M0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2460,PB_PLL_S2A_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
95,ODP_RingOscTest_st,"2,5",cat,Y,,,,,Y,,
,DTC2_TS2_DEG_INITIAL,3,cat,Y,1,,,,,Y,Y
1880,TRANS_SRCH_P04_C8_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2696,LED_TIMER_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
848,Shmoo_PHY_VUSR_min,"2,5",cat,Y,,,,,Y,,
2336,LED_PHY_VUSR_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
501,SPT_VMAX_RESTORE_HT,"2,5",cat,,,,,,Y,,
1586,P_SRCH_S1R_T0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3362,TFTOutlierScreen,"2,5",cat,,,,,,Y,,
2033,Shmoo_TRANS_P10_C1_min,"2,5",cat,Y,,,,,Y,,
3227,LED_ARM_AA_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3246,binSrch_LED_PHY_PCIE_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1460,P_SRCH_DSP_C3_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
891,LED_VUSR_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3221,LED_GEM_AG_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
178,SAF_SRCH_P02_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
2689,LED_EDMA_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
2323,LED_PHY_AIF_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1409,P_SRCH_2PR_C3_4DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1445,P_SRCH_DSP_C2_6DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
20,CTCS_Init_st,"2,5",cat,,,,,,Y,,
3370,HAFTAA_OTHER_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
899,LED_ACPHY_DDR_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
1080,SpeedSortVert_LED_100ns,"2,5",cat,,,,,,Y,,
1868,TRANS_SRCH_P01_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1691,P_SRCH_S4A_G6_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
179,SAF_SRCH_P03_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
1574,P_SRCH_S1R_G6_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1973,TRANS_SRCH_P03_C2_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1955,TRANS_SRCH_P02_C3_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1535,P_SRCH_S1R_AA_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3416,TRANS_P07_C3_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
961,LED_EDMA_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
3438,BBT_Status,"2,5",cat,Y,,,,,Y,,
1964,TRANS_SRCH_P02_CA_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
166,CHAIN_SRCH_P01_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
2704,LED_BCR_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
1808,P_SRCH_DSP_T0_FDO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1817,PB_PLL_RTA_T0_F_COLD_AtSpeedVmin_st,5,cat,,,Y,,,Y,Y,
1904,TRANS_SRCH_P07_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2698,LED_VCP_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC1_TS1_DEG_BLOWN_INITIAL,3,cat,Y,1,Y,,,,Y,Y
171,CHAIN_SRCH_P06_PG_FuncVmaxFT_st,4,cat,Y,0,Y,,,Y,Y,Y
3402,RTA_M0_1DO_PG_FreqSearch_st_eng,"2,5",cat,Y,,,,,Y,,
117,IddqVmin1_IqC08Ful_______KP20_000_st_CCE,"2,5",cat,,,,,,Y,,
478,BRDG_FULCHP_PG_FuncVmax_st,5,cat,,,Y,,,Y,Y,
2054,Shmoo_TRANS_P10_PG_min,"2,5",cat,Y,,,,,Y,,
1499,P_SRCH_RTA_G3_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1830,P_SRCH_RTA_T0_FPR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
62,DieIDPreRead_Shortp_st,"2,5",cat,Y,,,,,Y,,
3396,LED_BCP_AG_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
3326,LED_PHY_SGMII_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
2384,LED_DATPHY_DDR_1p1_9,5,cat,,,Y,,,Y,Y,
2381,LED_DATPHY_DDR_1p1_8,5,cat,,,Y,,,Y,Y,
2372,LED_DATPHY_DDR_1p1_5,5,cat,,,Y,,,Y,Y,
2369,LED_DATPHY_DDR_1p1_4,5,cat,,,Y,,,Y,Y,
2378,LED_DATPHY_DDR_1p1_7,5,cat,,,Y,,,Y,Y,
2375,LED_DATPHY_DDR_1p1_6,5,cat,,,Y,,,Y,Y,
2360,LED_DATPHY_DDR_1p1_1,5,cat,,,Y,,,Y,Y,
2357,LED_DATPHY_DDR_1p1_0,5,cat,,,Y,,,Y,Y,
2366,LED_DATPHY_DDR_1p1_3,5,cat,,,Y,,,Y,Y,
2363,LED_DATPHY_DDR_1p1_2,5,cat,,,Y,,,Y,Y,
3212,binSrch_HAFTAA_OTHER_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
1673,P_SRCH_S4A_G5_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC1_TS1_DEG_INITIAL,3,cat,Y,1,Y,,,,Y,Y
3298,LED_BCP_AG_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
1060,LED_OTHERS_11_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
2351,LED_TRACER_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
2537,LED_TAC_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1454,P_SRCH_DSP_C3_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
49,DieIDPreRead_SupplyShort_st,"2,5",cat,Y,,,,,Y,,
1394,P_SRCH_2PR_C1_3PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
888,LED_SRIO_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
935,LED_BOOT_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
2448,PB_PLL_1PR_COLD_AtSpeedVmax_st,5,cat,,,Y,,,Y,Y,
2633,LED_SRIO_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
852,LED_PA_PG_AtSpeedVmin_cold_st,4,cat,,0,Y,,,Y,Y,Y
1595,P_SRCH_S2A_C3_2PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3240,binSrch_OTHER_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
706,SAF_SRCH_P09_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
1403,P_SRCH_2PR_C3_3DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1577,P_SRCH_S1R_G6_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
840,Shmoo_PHY_USB_min,"2,5",cat,Y,,,,,Y,,
2412,LED_DATPHY_DDR_1p2_8,5,cat,,,Y,,,Y,Y,
2415,LED_DATPHY_DDR_1p2_9,5,cat,,,Y,,,Y,Y,
2394,LED_DATPHY_DDR_1p2_2,5,cat,,,Y,,,Y,Y,
2397,LED_DATPHY_DDR_1p2_3,5,cat,,,Y,,,Y,Y,
2388,LED_DATPHY_DDR_1p2_0,5,cat,,,Y,,,Y,Y,
2391,LED_DATPHY_DDR_1p2_1,5,cat,,,Y,,,Y,Y,
2406,LED_DATPHY_DDR_1p2_6,5,cat,,,Y,,,Y,Y,
2409,LED_DATPHY_DDR_1p2_7,5,cat,,,Y,,,Y,Y,
2400,LED_DATPHY_DDR_1p2_4,5,cat,,,Y,,,Y,Y,
2403,LED_DATPHY_DDR_1p2_5,5,cat,,,Y,,,Y,Y,
2618,LED_USB_PG_AtSpeedVmax_st,4,cat,,0,Y,,,Y,Y,Y
1736,P_SRCH_SDP_G4_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
,Sensor1,3,cat,Y,1,Y,,,,Y,Y
1610,P_SRCH_S4A_G0_1DO_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1436,P_SRCH_DSP_C1_6PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
904,LED_DATPHY_DDR_PG_AtSpeedVmin_st,4,cat,,0,Y,,,Y,Y,Y
3338,LED_PHY_XGE_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
2000,TRANS_SRCH_P06_C2_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
19,Loadboard_eeprom_check,"2,5",cat,,,,,,Y,,
3380,LED_ARM_AA_PG_VminSearch_st_eng,"2,5",cat,Y,,,,,Y,,
1877,TRANS_SRCH_P04_C6_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
98,XtrIdriveTest_CORE_SVT,"2,5",cat,Y,,,,,Y,,
3293,LED_ARM_AA_PG_FreqSearch_st,4,cat,,0,Y,,,Y,Y,Y
699,SAF_SRCH_P01_PG_FuncVmin_st,4,cat,Y,0,,,,Y,Y,Y
3327,LED_PHY_SRIO_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3295,LED_GEM_AG_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
,DTC_TS2_OFFSET,3,cat,Y,1,Y,,,,Y,Y
2699,LED_VUSR_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
2691,LED_FFTC_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
2701,LED_ALLCORES_PG_AtSpeedVmax_st,4,cat,Y,0,Y,,,Y,Y,Y
3196,SPT_VMAX_RESTORE_CT_HT,"2,5",cat,,,,,,Y,,
1583,P_SRCH_S1R_G7_1PR_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
1035,LED_SRCH_BCP_PG_AtSpeedVmin_st,4,cat,Y,0,Y,,,Y,Y,Y
3306,RTA_M0_1DO_PG_FreqSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
3386,binSrch_LED_GEM_XM_AG_PG_VminSearch_st_eng,"2,5",cat,,,,,,Y,,
3409,TRANS_P09_C2_PG_FreqSearch_st_eng,"2,5",cat,,,,,,Y,,
107,ReadVIDSpeeds,"2,5",cat,,,,,,Y,,
3243,binSrch_LED_PHY_AIF_PG_VminSearch_st,4,cat,Y,0,Y,,,Y,Y,Y
